日付,コード,和名,タイトル,区分,ランク,枚数,前日終,始値,高値,安値,現在値,出来高,高値,終値,始値,300,合計,リアル,,もうすぐストップ高TEST,,もうすぐストップ高,合計,1,2160,ジーエヌアイグループ,東マ,制度,医薬品,42804,15:00:00,715,86,,,,,,銘柄,,,自社株買い,逆日歩,信用倍率,時価総額,決算月,,2017/3/11,20AVG出来高,20AVG出来高指数300以上OK,配当利回り（実績),,,,,,,,,,,,,,,,,,,,,,,,,,,,決算期,会計方式,決算発表日,決算月数,売上高,営業利益,経常利益,当期利益,EPS（一株当たり利益）,調整一株当たり利益,BPS（一株当たり純資産）,総資産,自己資本,資本金,有利子負債,自己資本比率,ROA（総資産利益率）,ROE（自己資本利益率）,総資産経常利益率,各項目の意味についてはこちらをご覧下さい。,決算期,会計方式,決算発表日,決算月数,売上高,営業利益,経常利益,当期利益,EPS（一株当たり利益）,調整一株当たり利益,BPS（一株当たり純資産）,総資産,自己資本,資本金,有利子負債,自己資本比率,ROA（総資産利益率）,ROE（自己資本利益率）,総資産経常利益率,外国人株比率   ,輸出比率   ,総数,,,,,変動率3ヶ月,半年,１年,２年,,<浮動株>,,<特定株>,営業CF,投資CF,財務CF,現金等,営業CF前期,投資CF前期,財務CF前期,現金等前期,,,,,,,,
2017/6/7,6944,アイレックス,もうすぐストップ高,2,8,2000,289,304,354,302,343,1364045,367,347,363,"39,700","572,897",,"261,100",,"-240,903","39,700","552,700",8,"6,944",サービス業,0,340,18,"4,152,000",209.0～369.0,64,57,情報・通信,"1,000",,.t&,東証JQS,,,,,,"1,438","7,825",3,2017/5/28 18:21,261,407300,108.3418,0,162,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/19,12か月,3319,243,249,258,8.78円,5.09円,-23.99円,1899,894,80,390,0.471,0.1484,0.3419,0.1432,2016年3月期,日本方式,日本方式,2016/5/18,12か月,3151,-22,-17,-36,-1.24円,---,-33.46円,1579,615,80,390,0.389,-0.022,-0.0541,-0.0104,,,29417400,,0.797297297,,,0.42481203,0.75,0.813131313,0.831050228,0,0.147,0,0.789,117,-170,98,298,21,-3,-163,252,0.336409146,0.539127693,0.56552292,0.477308213,0.622843068,744,2017/3/1,2017/4/2 18:03
2017/6/8,3810,サイバーステップ,もうすぐストップ高TEST,2,1,200,3230,3720,3800,3590,3740,2672008,3890,3610,3990,"33,122","606,019",,"261,100","33,122","-207,781",,"552,700",1,"3,810",サービス業,0,"3,760",16,"713,300","2,530.0～3,930.0",76,141,情報・通信,100,,.t&,マザーズ,,,,,,0,"12,560",5,2017/5/28 18:30,2470,1798510,4740.87236,0,319,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年5月期,日本方式,2016/8/5,12か月,1755,-289,-384,-827,-175.79円,---,183.18円,1295,873,999,199,0.674,-0.4843,-0.6759,-0.2249,2015年5月期,日本方式,日本方式,2015/7/10,12か月,1464,-292,-398,-439,-163.79円,---,362.89円,2120,1574,935,251,0.742,-0.2515,-0.3637,-0.228,,,4764801,,0.75856014,,,0.733308042,0.955070074,0.955419223,0.955510204,0.021,0.311,0,0.528,54,-115,-14,532,77,-38,0,591,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,2017/4/1,2017/4/30 18:03
2017/6/8,3825,（株）リミックスポイント,もうすぐストップ高,2,3,400,968,1073,1088,1028,1066,5979532,1118,1118,1238,"68,500","674,519",,"261,100",,"-207,781","68,500","621,200",3,"3,825",サービス業,0,"1,066",10,"5,586,000","818.0～1,118.0",65,124,情報・通信,100,,.t&,マザーズ,,,,,,"1,115","21,712",3,2017/5/28 18:30,643,11214230,6089.32689,-,158,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/15,12か月,5561,32,6,-42,-1.08円,---,38.42円,2471,1533,548,218,0.62,-0.017,-0.0274,0.0024,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,39985600,,1,,,0.639042357,1,1,0.174114671,0.333,0.118,0,0.617,12,-43,17,94,-2,-3,-154,107,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,2017/4/1,2017/4/30 18:03
2017/6/8,6286,靜甲,もうすぐストップ高TEST,2,4,600,690,705,759,705,715,2253,759,707,731,"10,889","685,408",,"261,100","10,889","-196,892",,"621,200",4,"6,286",機械,0,751,9,"2,900",590.0～790.0,61,21,機械,100,,.t&,東証JQS,,,,,,0,"4,448",3,2017/5/28 18:24,686,2160,1.48176,2.33,544,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/12,12か月,29026,599,689,410,63.83円,---,2041.86円,20221,13130,100,1079,0.649,0.0209,0.0317,0.0351,2016年3月期,日本方式,日本方式,2016/5/13,12か月,27379,243,318,264,40.91円,---,1981.16円,18994,12740,100,916,0.671,0.0138,0.0207,0.0167,,,6483323,,1,,,0.180758017,1,1,1,0.005,0.093,0.01,0.71,1567,-967,-140,3684,1480,-1115,54,3208,0.336409146,0.539127693,0.56552292,0.477308213,0.622843068,744,2017/5/1,2017/5/14 17:59
2017/6/9,3825,（株）リミックスポイント,もうすぐストップ高,2,1,300,1118,1238,1375,1230,1344,9148965,1418,1418,1208,"-41,100","644,308",,"261,100",,"-196,892","-41,100","580,100",1,"3,825",サービス業,0,"1,343",20,"6,967,900","818.0～1,418.0",75,127,情報・通信,100,,.t&,マザーズ,,,,,,"1,115","21,712",3,2017/5/28 18:30,643,11214230,6089.32689,-,158,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/15,12か月,5561,32,6,-42,-1.08円,---,38.42円,2471,1533,548,218,0.62,-0.017,-0.0274,0.0024,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,39985600,,1,,,0.639042357,1,1,0.174114671,0.333,0.118,0,0.617,12,-43,17,94,-2,-3,-154,107,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,2017/4/1,2017/4/30 18:03
2017/6/9,3810,サイバーステップ,もうすぐストップ高,2,3,100,3610,3990,4170,3895,4080,2613137,4310,4310,3900,"-18,300","626,008",,"261,100",,"-196,892","-18,300","561,800",3,"3,810",サービス業,0,"4,065",13,"648,400","2,910.0～4,310.0",65,143,情報・通信,100,,.t&,マザーズ,,,,,,0,"12,560",5,2017/5/28 18:30,2470,1798510,4740.87236,0,319,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年5月期,日本方式,2016/8/5,12か月,1755,-289,-384,-827,-175.79円,---,183.18円,1295,873,999,199,0.674,-0.4843,-0.6759,-0.2249,2015年5月期,日本方式,日本方式,2015/7/10,12か月,1464,-292,-398,-439,-163.79円,---,362.89円,2120,1574,935,251,0.742,-0.2515,-0.3637,-0.228,,,4764801,,0.75856014,,,0.733308042,0.955070074,0.955419223,0.955510204,0.021,0.311,0,0.528,54,-115,-14,532,77,-38,0,591,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,2017/4/1,2017/4/30 18:03
2017/6/9,9632,スバル興業,もうすぐストップ高TEST,2,4,1000,502,569,573,548,559,104449,602,585,578,"16,695","642,703",,"261,100","16,695","-180,197",,"561,800",4,"9,632",サービス業,0,564,12,"180,000",402.0～602.0,62,21,サービス業,"1,000",,.t&,東証1部,,,,,,113,"13,044",1,2017/5/28 18:11,485,18100,8.869,1.53,412,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年1月期,日本方式,2017/3/14,12か月,20255,2169,2201,1462,56.41円,---,733.23円,22535,18867,1331,---,0.837,0.0658,0.0797,0.0991,2016年1月期,日本方式,日本方式,2016/3/15,12か月,20279,1858,1892,1229,47.13円,---,683.77円,21889,17821,1331,---,0.814,0.0575,0.0708,0.0885,,,26620000,,0.65,,,0.167346939,0.368421053,0.623036649,0.64,0.031,0.334,0.01,0.59,148,-251,-211,4692,1499,337,-274,5006,0.209478214,0.588374746,0.713996513,0.618185544,0.592814566,2025,2017/2/1,2017/2/19 18:05
2017/6/9,4563,アンジェス　ＭＧ,もうすぐストップ高TEST,2,5,1100,351,375,414,371,396,5375849,426,423,503,"134,801","777,504",,"261,100","134,801","-45,396",,"561,800",5,"4,563",医薬品,0,400,14,"13,356,500",271.0～431.0,61,62,医薬品,100,,.t&,マザーズ,,1,,,,129,"18,429",12,2017/5/28 18:28,250,631630,159.17076,0,253,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年12月期,日本方式,2017/2/3,12か月,514,-4763,-4847,-4776,-75.29円,---,54.65円,4539,3860,17651,---,0.85,-1.0282,-1.1895,-1.0435,2015年12月期,日本方式,日本方式,2016/2/5,12か月,430,-4171,-4089,-4143,-74.53円,---,73.75円,4751,4170,15214,---,0.878,-0.6406,-0.7025,-0.6323,,,73131061,,0.222222222,,,0.297619048,0.396825397,0.081690141,0.072122053,0.04,0.456,0.041,0.168,-1456,-27,3389,2295,-1633,7,389,354,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,2017/5/1,2017/5/7 18:04
2017/6/9,3565,アセンテック(株),もうすぐストップ高,2,6,100,5900,6500,6770,6340,6540,1388579,6900,6850,6620,"7,700","785,204",,"261,100",,"-45,396","7,700","569,500",6,"3,565",商社,0,"6,500",10,"211,500","4,900.0～6,900.0",60,162,卸売業,100,,,マザーズ,,,,,,206,"9,874",--,2017/5/28 18:07,6070,292400,1900.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,1519000,,0,,,0.433846154,0,0,0,,,,,,,,,,,,,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,,
2017/6/9,6731,(株)ピクセラ,もうすぐストップ高,2,3,1400,229,253,298,240,294,6135868,309,309,389,"132,700","917,904",,"261,100",,"-45,396","132,700","702,200",3,"6,731",電気機器,0,293,28,"22,815,900",149.0～309.0,80,81,電気機器,100,,.t&,東証2部,,,,,,0,"2,937",9,2017/5/28 18:08,97,311920,30.25624,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年9月期,日本方式,2016/11/14,12か月,1901,-393,-453,-481,-21.22円,---,23.49円,1240,671,2049,116,0.541,-0.3995,-1.0665,-0.3762,2015年9月期,日本方式,日本方式,2015/11/12,12か月,2822,-366,-355,-277,-18.57円,---,11.82円,1168,231,1595,399,0.198,-0.2115,---,-0.2711,,,30278981,,0.25,,,0.226804124,0.1875,0.225806452,0.052980132,0.015,0.21,0,0.516,-313,44,301,248,-697,-52,687,216,0.28646627,0.55706964,0.662345323,0.572775314,0.624458873,529,2017/2/1,2017/2/26 18:10
2017/6/12,3300,(株)ＡＭＢＩＴＩＯＮ,もうすぐストップ高TEST,2,4,300,1210,1420,1500,1349,1403,266292,1500,1260,1263,"-50,193","867,711",,"261,100","-50,193","-95,589",,"702,200",4,"3,300",不動産,0,"1,410",17,"184,600","910.0～1,510.0",67,47,不動産業,100,,.t&,マザーズ,,,,,,0,"3,509",6,2017/5/28 18:09,1152,12170,13.93465,0.87,946,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年6月期,日本方式,2016/8/12,12か月,9841,199,195,109,36.25円,35.50円,247.48円,3286,747,179,1494,0.227,0.0387,0.1534,0.0692,2015年6月期,日本方式,日本方式,2015/8/11,12か月,6953,185,175,110,77.11円,---,446.49円,2351,674,179,695,0.287,0.0599,0.2254,0.0953,,,3065000,,0.328431373,,,0.595633188,0.368206522,0.379807692,0.146296296,0,0,0,1,54,-41,182,689,46,17,74,494,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,,
2017/6/12,6498,キッツ,もうすぐストップ高TEST,1,5,500,898,950,995,948,984,348123,995,990,1015,"15,452","883,163",,"261,100","15,452","-80,137",,"702,200",5,"6,498",機械,0,994,11,"351,700","748.0～1,048.0",64,30,機械,100,,.t&,東証1部,,0,,,0,0,"100,019",3,2017/5/28 18:23,907,215210,194.98026,1.77,614,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/9,12か月,114101,8929,8799,5400,51.43円,---,727.78円,119148,73791,21207,24785,0.619,0.0453,0.0726,0.0738,2016年3月期,日本方式,日本方式,2016/5/9,12か月,117278,7245,7300,4915,45.50円,---,700.17円,119422,75069,21207,25006,0.629,0.0418,0.0658,0.0621,,,110396511,,0.90052356,1,2014/11/5,0.233995585,0.930313589,0.955752212,0.95959596,0.145,0.099,0.036,0.415,7885,-4519,-3213,6042,2217,-2508,-6638,5635,0.209478214,0.588374746,0.713996513,0.618185544,0.592814566,2025,2017/5/1,2017/5/14 18:01
2017/6/12,3825,（株）リミックスポイント,もうすぐストップ高TEST,2,2,300,1418,1208,1695,1152,1645,19514164,1695,1484,1501,"-44,069","839,094",,"261,100","-44,069","-124,206",,"702,200",2,"3,825",サービス業,0,"1,689",19,"13,517,400","1,118.0～1,718.0",90,135,情報・通信,100,,.t&,マザーズ,,,,,,"1,115","21,712",3,2017/5/28 18:30,643,11214230,6089.32689,-,158,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/15,12か月,5561,32,6,-42,-1.08円,---,38.42円,2471,1533,548,218,0.62,-0.017,-0.0274,0.0024,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,39985600,,1,,,0.639042357,1,1,0.174114671,0.333,0.118,0,0.617,12,-43,17,94,-2,-3,-154,107,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,2017/4/1,2017/4/30 18:03
2017/6/12,3113,Ｏａｋ　キャピタル,もうすぐストップ高,2,3,1500,201,215,277,203,276,4319064,281,281,275,"-1,800","837,294",,"261,100",,"-124,206","-1,800","700,400",3,"3,113",その他金融,0,271,35,"17,399,400",121.0～281.0,88,30,証券業,100,,.t&,東証2部,,,,,,0,"8,803",3,2017/5/28 18:32,164,100330,16.45412,-,155,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/11,12か月,8958,955,815,885,16.51円,---,150.36円,8362,8065,4282,---,0.964,0.1058,0.1097,0.0975,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,53675037,,0.5,,,0.201219512,0.363636364,0.37254902,0.181818182,0.036,0.233,0,0.361,-13,-82,110,186,-318,56,-29,172,0.28646627,0.55706964,0.662345323,0.572775314,0.624458873,529,2017/4/1,2017/4/23 18:06
2017/6/12,4582,シンバイオ製薬,もうすぐストップ高,2,5,1400,233,244,308,243,303,5333730,308,263,272,"-43,700","793,594",,"261,100",,"-124,206","-43,700","656,700",5,"4,582",医薬品,0,291,25,"19,211,300",153.0～313.0,73,31,医薬品,100,,.t&,東証JQG,,,,,,0,"10,922",--,2017/5/28 18:28,223,424080,94.56984,0,238,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,48976324,,0.863636364,,,0.206278027,0.353846154,0.136904762,0.156342183,0.115,0.315,0,0.36,-1677,-1332,4056,5294,-1658,-410,0,4240,0.336409146,0.539127693,0.56552292,0.477308213,0.622843068,744,2017/5/1,2017/5/7 18:04
2017/6/13,3680,（株）ホットリンク,もうすぐストップ高TEST,1,1,700,537,557,632,556,606,952219,637,637,620,"11,251","804,845",,"261,100","11,251","-112,955",,"656,700",1,"3,680",サービス業,0,615,15,"1,575,000",437.0～637.0,78,39,情報・通信,100,,.t&,マザーズ,,,,,,5,"6,473",12,2017/5/28 18:30,544,388110,201.8172,0,526,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年12月期,IFRS基準,2017/2/14,12か月,2187,-654,-671,-639,-54.40円,---,155.71円,4329,1890,1245,1939,0.437,-0.1408,-0.3814,-0.1479,2015年12月期,IFRS基準,IFRS基準,2016/2/12,12か月,2439,126,60,18,1.93円,---,147.86円,4745,1461,573,2730,0.308,0.0045,0.0128,0.015,,,12448600,,0.94,,,0.315384615,0.58041958,0.327759197,0.16252073,0.103,0.13,0.011,0.755,208,-63,577,949,120,-292,300,226,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,2017/5/1,2017/5/7 18:03
2017/6/13,4579,ラクオリア創薬,もうすぐストップ高TEST,2,2,300,1200,1403,1439,1335,1349,2387375,1468,1330,1300,"-18,462","786,383",,"261,100","-18,462","-131,417",,"656,700",2,"4,579",医薬品,0,"1,405",17,"1,707,300","900.0～1,500.0",68,89,医薬品,100,,.t&,東証JQG,,,,,,201,"19,246",--,2017/5/28 18:28,1050,2940320,2940.32,0,403,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,93,19246450,,0.914860681,,,0.704,0.856361149,0.864165589,0.877336449,0.189,0.27,0,0.555,-2179,951,309,4035,-2728,3741, ―,4889,0.336409146,0.539127693,0.56552292,0.477308213,0.622843068,744,2017/5/1,2017/5/7 18:04
2017/6/14,2342,トランスジェニック,もうすぐストップ高TEST,2,2,500,716,821,864,800,835,2223468,864,745,771,"-38,623","747,760",,"261,100","-38,623","-170,040",,"656,700",2,"2,342",サービス業,0,844,18,"2,626,100",566.0～866.0,85,34,サービス業,100,,.t&,マザーズ,,,,,,0,"8,800",3,2017/5/28 18:33,613,99530,61.01189,0,613,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/12,12か月,2302,153,88,80,5.63円,5.62円,220.20円,3902,3161,2718,---,0.81,0.0205,0.0258,0.0225,2016年3月期,日本方式,日本方式,2016/5/12,12か月,2290,50,18,14,1.05円,1.05円,214.27円,3905,3052,2682,20,0.782,0.0037,0.0048,0.0048,,,14354941,,0.526315789,,,0.169657423,0.255474453,0.329192547,0.193627451,0.011,0.485,0,0.099,-18,-52,1,1329,-200,-394,0,1398,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,2017/4/1,2017/4/23 18:00
2017/6/14,6852,テクノ・セブン,もうすぐストップ高,2,4,2000,231,260,310,250,292,1260135,310,224,215,"-154,300","593,460",,"261,100",,"-170,040","-154,300","502,400",4,"6,852",電気機器,0,289,25,"4,382,000",151.0～311.0,73,62,電気機器,"1,000",,.t&,東証JQS,,,,,,0,"2,393",3,2017/5/28 18:21,168,12200,2.074,1.76,150,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/19,12か月,2920,349,349,175,12.91円,---,161.38円,3811,2189,100,748,0.574,0.0461,0.0825,0.092,2016年3月期,日本方式,日本方式,2016/5/20,12か月,2880,343,336,200,14.70円,---,150.94円,3773,2055,100,922,0.545,0.0508,0.098,0.0854,,,14078400,,0.8,,,0.141176471,0.5,0.689655172,0.241573034,0.001,0.306,0,0.507,193,-134,-116,374,189,-29,-180,431,0.336409146,0.539127693,0.56552292,0.477308213,0.622843068,744,2017/3/1,2017/4/2 18:02
2017/6/14,3140,（株）イデアインターナショナル,もうすぐストップ高TEST,2,5,300,1337,1517,1600,1470,1530,523792,1600,1477,1490,"-13,372","580,088",,"261,100","-13,372","-183,412",,"502,400",5,"3,140",商社,0,"1,535",15,"334,600","1,037.0～1,637.0",66,88,卸売業,100,,.t&,東証JQG,,,,,,37,"12,848",--,2017/5/28 18:32,1040,178350,373.28655,-,758,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,6138675,,0.839572193,,,0.727663641,0.869276709,0.873474631,0.890737659,0,0.049,0,0.937,-29,-113,2,313,147,-77,53,452,0.336409146,0.539127693,0.56552292,0.477308213,0.622843068,744,2017/4/1,2017/4/23 18:06
2017/6/14,2351,（株）ＡＳＪ,もうすぐストップ高TEST,2,2,200,1726,1686,2100,1658,2022,3222869,2100,1935,1895,"-31,705","548,383",,"261,100","-31,705","-215,117",,"502,400",2,"2,351",サービス業,0,"2,041",18,"1,679,300","1,326.0～2,126.0",79,158,情報・通信,100,,.t&,マザーズ,,,,,,21,"11,054",3,2017/5/28 18:33,1739,1679510,2559.57324,0.13,422,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/11,12か月,2295,-40,-41,-67,-10.40円,---,306.12円,3908,2064,919,991,0.528,-0.0169,-0.0329,-0.0104,2016年3月期,日本方式,日本方式,2016/5/9,12か月,1535,35,37,22,3.51円,---,316.80円,4002,2013,919,1150,0.503,0.0065,0.0108,0.0109,,,7253500,,1,,,0.779527559,1,1,1,0.002,0.151,0,0.686,150,-148,-13,782,172,-307,-13,791,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,2017/4/1,2017/4/23 18:00
2017/6/14,6254,野村マイクロ・サイエンス,もうすぐストップ高TEST,2,5,500,927,918,1041,918,992,245161,1041,1005,1025,"16,333","564,716",,"261,100","16,333","-198,784",,"502,400",5,"6,254",機械,0,"1,025",11,"244,300","777.0～1,077.0",65,87,機械,100,,.t&,東証JQS,,,,,,989,"10,223",3,2017/5/28 18:24,1000,277650,279.59355,1.49,277,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/12,12か月,16455,769,745,691,77.72円,---,861.75円,16606,7702,2236,3934,0.464,0.0434,0.0946,0.0468,2016年3月期,日本方式,日本方式,2016/5/13,12か月,17767,316,193,151,17.01円,---,776.42円,15213,6901,2236,4003,0.454,0.0102,0.0215,0.0131,,,10152000,,0.679849341,,,0.628599801,0.816234498,0.820484581,0.820484581,0.036,0.125,0,0.543,749,-463,431,4508,1285,-73,-1197,3510,0.328176865,0.510544856,0.544969979,0.457606027,0.701862783,754,2017/5/1,2017/5/14 17:59
2017/6/15,3134,Ｈａｍｅｅ(株),もうすぐストップ高TEST,1,2,300,1348,1436,1636,1411,1553,2199254,1636,1531,1560,"1,954","566,670",,"261,100","1,954","-196,830",,"502,400",2,"3,134",小売業,0,"1,578",17,"1,440,900","1,048.0～1,648.0",77,52,小売業,100,,.t&,東証1部,,,,,0,2,"18,007",4,2017/5/28 18:08,1123,162030,184.22811,0.31,2063,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年4月期,日本方式,2016/6/10,12か月,6501,450,427,257,33.16円,31.97円,254.49円,3016,1993,524,381,0.661,0.0868,0.1378,0.1442,2015年4月期,日本方式,日本方式,2015/6/12,12か月,5657,336,329,192,123.90円,116.06円,907.62円,2906,1736,519,531,0.597,0.0827,0.1593,0.1416,,,15837600,,0.773972603,,,0.203166227,0.935153584,0.170146602,0.189461964,0.042,0.158,0.005,0.818,110,-69,814,1437,-1,-135,309,526,0.209478214,0.588374746,0.713996513,0.618185544,0.592814566,2025,,
2017/6/15,3940,(株)ノムラシステムコーポレーション,もうすぐストップ高TEST,2,4,100,5430,5580,6240,5580,5950,432721,6360,6270,5910,"-3,661","563,009",,"261,100","-3,661","-200,491",,"502,400",4,"3,940",サービス業,0,"6,050",11,"72,300","4,430.0～6,430.0",62,98,情報・通信,100,,.t&,東証JQS,,,,,,0,"6,803",--,2017/5/28 18:08,3650,70220,257.3563,-,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,1856300,,0.987012987,,,0.623465211,0.995697074,0.996095275,0.996095275,,,,,,,,,,,,,0.336409146,0.539127693,0.56552292,0.477308213,0.622843068,744,,
2017/6/15,6239,(株)ナガオカ,もうすぐストップ高TEST,2,5,400,1069,1241,1328,1209,1240,444277,1328,1217,1170,"-28,526","534,483",,"261,100","-28,526","-229,017",,"502,400",5,"6,239",機械,0,"1,250",17,"343,000","769.0～1,369.0",60,98,機械,100,,.t&,東証JQS,,,"42,916",,,0,"1,845",6,2017/5/28 18:08,907,122710,107.73938,0,548,,,,,,,,,,,,,,,,,,,,,,,,,,,2016年6月期,日本方式,2016/8/9,12か月,3123,-597,-871,-814,-393.04円,---,822.43円,6643,1707,787,3341,0.257,-0.1059,-0.37,-0.1133,2015年6月期,日本方式,日本方式,2015/8/10,12か月,5858,257,412,216,134.48円,118.25円,1328.84円,8735,2693,750,3189,0.308,0.0282,0.1011,0.0538,,,2101000,,0.959409594,,,0.477220957,0.720620843,0.759541985,0.241212121,0.019,0.19, ‥%,0.65,-294,-166,795,1794,-307,-500,972,1395,0.336409146,0.539127693,0.56552292,0.477308213,0.622843068,744,,
2017/6/16,6852,テクノ・セブン,もうすぐストップ高TEST,2,1,2000,204,210,283,208,266,1043287,283,253,240,"-49,172","485,311",,"261,100","-49,172","-278,189",,"502,400",1,"6,852",電気機器,0,276,35,"4,037,000",124.0～284.0,90,65,電気機器,"1,000",,.t&,東証JQS,,,,,,0,"2,393",3,2017/5/28 18:21,168,12200,2.074,1.76,150,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/19,12か月,2920,349,349,175,12.91円,---,161.38円,3811,2189,100,748,0.574,0.0461,0.0825,0.092,2016年3月期,日本方式,日本方式,2016/5/20,12か月,2880,343,336,200,14.70円,---,150.94円,3773,2055,100,922,0.545,0.0508,0.098,0.0854,,,14078400,,0.8,,,0.141176471,0.5,0.689655172,0.241573034,0.001,0.306,0,0.507,193,-134,-116,374,189,-29,-180,431,0.336409146,0.539127693,0.56552292,0.477308213,0.622843068,744,2017/3/1,2017/4/2 18:02
2017/6/16,3825,（株）リミックスポイント,もうすぐストップ高TEST,2,3,300,1450,1670,1698,1584,1654,9845891,1750,1670,1740,"25,698","511,008",,"261,100","25,698","-252,492",,"502,400",3,"3,825",サービス業,0,"1,670",15,"5,920,900","1,150.0～1,750.0",73,138,情報・通信,100,,.t&,マザーズ,,,,,,"1,115","21,712",3,2017/5/28 18:30,643,11214230,6089.32689,-,158,,,,,,,,,,,,,,,,,,,,,,,,,,,2017年3月期,日本方式,2017/5/15,12か月,5561,32,6,-42,-1.08円,---,38.42円,2471,1533,548,218,0.62,-0.017,-0.0274,0.0024,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,,,39985600,,1,,,0.639042357,1,1,0.174114671,0.333,0.118,0,0.617,12,-43,17,94,-2,-3,-154,107,0.531703016,0.491503379,0.444608872,0.381228276,0.641983638,239,2017/4/1,2017/4/30 18:03
